State Ab,City Name,Median Income
IL,ULLIN,20781
IL,UNION,64688
IL,UNION HILL,111875
IL,UNIVERSITY PARK,45062
IL,URBANA,32105
IL,URSA,42778
IL,VALIER,38000
IL,VALLEY CITY,
IL,VALMEYER,74554
IL,VANDALIA,42194
IL,VARNA,46000
IL,VENEDY,56250
IL,VENETIAN VILLAGE,64663
IL,VENICE,20505
IL,VERGENNES,35536
IL,VERMILION,30833
IL,VERMONT,47000
IL,VERNON,29375
IL,VERNON HILLS,92201
IL,VERONA,62188
IL,VERSAILLES,52847
IL,VICTORIA,44000
IL,VIENNA,33438
IL,VILLA GROVE,42500
IL,VILLA PARK,70176
IL,VIOLA,58088
IL,VIRDEN,43617
IL,VIRGIL,95750
IL,VIRGINIA,46375
IL,VOLO,90131
IL,WADSWORTH,87303
IL,WAGGONER,30000
IL,WALNUT,50714
IL,WALNUT HILL,28750
IL,WALSHVILLE,41250
IL,WALTONVILLE,40000
IL,WAMAC,29188
IL,WAPELLA,47500
IL,WARREN,47266
IL,WARRENSBURG,58500
IL,WARRENVILLE,75517
IL,WARSAW,46827
IL,WASHBURN,46917
IL,WASHINGTON,71964
IL,WASHINGTON PARK,26136
IL,WATAGA,46250
IL,WATERLOO,73765
IL,WATERMAN,66172
IL,WATSEKA,36511
IL,WATSON,43438
IL,WAUCONDA,74646
IL,WAUKEGAN,45845
IL,WAVERLY,47375
IL,WAYNE,145074
IL,WAYNE CITY,45707
IL,WAYNESVILLE,60375
IL,WELDON,41750
IL,WELLINGTON,44167
IL,WENONA,50972
IL,WENONAH,77813
IL,WEST BROOKLYN,57813
IL,WESTCHESTER,71479
IL,WEST CHICAGO,69071
IL,WEST CITY,33462
IL,WEST DUNDEE,79250
IL,WESTERN SPRINGS,141607
IL,WESTERVELT,31389
IL,WESTFIELD,43333
IL,WEST FRANKFORT,33784
IL,WESTMONT,55767
IL,WEST PEORIA,42500
IL,WEST POINT,41696
IL,WEST SALEM,43897
IL,WEST UNION,46146
IL,WESTVILLE,41831
IL,WEST YORK,40481
IL,WHEATON,85705
IL,WHEELER,39583
IL,WHEELING,56110
IL,WHITEASH,43438
IL,WHITE CITY,39375
IL,WHITE HALL,35833
IL,WHITE HEATH,41250
IL,WILLIAMSFIELD,50625
IL,WILLIAMSON,35000
IL,WILLIAMSVILLE,84342
IL,WILLISVILLE,26250
IL,WILLOWBROOK,66163
IL,WILLOWBROOK,64650
IL,WILLOW HILL,30865
IL,WILLOW SPRINGS,77770
IL,WILMETTE,132110
IL,WILMINGTON,35625
IL,WILMINGTON,56007
IL,WILSONVILLE,28810
IL,WINCHESTER,41250
IL,WINDSOR,54583
IL,WINDSOR,38403
IL,WINFIELD,91409
IL,WINNEBAGO,70417
IL,WINNETKA,211773
IL,WINSLOW,40750
IL,WINTHROP HARBOR,77837
IL,WITT,43472
IL,WONDER LAKE,72150
IL,WOOD DALE,62964
IL,WOODHULL,57188
IL,WOODLAND,41923
IL,WOODLAWN,51250
IL,WOODRIDGE,77182
IL,WOOD RIVER,41349
IL,WOODSON,53438
IL,WOODSTOCK,56355
IL,WORDEN,53945
IL,WORTH,55702
IL,WYANET,40917
IL,WYOMING,39850
IL,XENIA,40625
IL,YALE,48250
IL,YATES CITY,52188
IL,YORKVILLE,89850
IL,ZEIGLER,34036
IL,ZION,46313
IN,ABERDEEN,105550
IN,ADVANCE,50625
IN,AKRON,39531
IN,ALAMO,
IN,ALBANY,45813
IN,ALBION,44097
IN,ALEXANDRIA,39241
IN,ALFORDSVILLE,33750
IN,ALTON,30000
IN,ALTONA,36875
IN,AMBIA,35208
IN,AMBOY,38000
IN,AMERICUS,63558
IN,AMO,52500
IN,ANDERSON,33644
IN,ANDREWS,30417
IN,ANGOLA,40107
IN,ARCADIA,41853
IN,ARGOS,43672
IN,ARLINGTON,
IN,ASHLEY,38857
IN,ATLANTA,45893
IN,ATTICA,37019
IN,AUBURN,44889
IN,AURORA,37429
IN,AUSTIN,34313
IN,AVILLA,48807
IN,AVOCA,85417
IN,AVON,91393
IN,BAINBRIDGE,50781
IN,BARGERSVILLE,70833
IN,BASS LAKE,44375
IN,BATESVILLE,54464
IN,BATTLE GROUND,73750
IN,BEDFORD,37706
IN,BEECH GROVE,36487
IN,BERNE,44737
IN,BETHANY,41250
IN,BEVERLY SHORES,72500
IN,BICKNELL,26979
IN,BIRDSEYE,31563
IN,BLANFORD,
IN,BLOOMFIELD,37500
IN,BLOOMINGDALE,47500
IN,BLOOMINGTON,30019
IN,BLOUNTSVILLE,37639
IN,BLUFFTON,40692
IN,BOONVILLE,42955
IN,BORDEN,52614
IN,BOSTON,
IN,BOSWELL,39375
IN,BOURBON,39107
IN,BRAZIL,28797
IN,BREMEN,45341
IN,BRIGHT,65278
IN,BRISTOL,46750
IN,BROOK,41827
IN,BROOKLYN,52417
IN,BROOKSBURG,
IN,BROOKSTON,44453
IN,BROOKVILLE,38333
IN,BROWNSBURG,65651
IN,BROWNSTOWN,38565
IN,BRUCEVILLE,52054
IN,BRYANT,40625
IN,BUCK CREEK,
IN,BUFFALO,49943
IN,BUNKER HILL,34583
IN,BURKET,40938
IN,BURLINGTON,51875
IN,BURNETTSVILLE,41161
IN,BURNS CITY,95114
IN,BURNS HARBOR,70750
IN,BUTLER,37277
IN,BUTLERVILLE,
IN,CADIZ,34583
IN,CAMBRIDGE CITY,34735
IN,CAMDEN,42292
IN,CAMPBELLSBURG,27708
IN,CANAAN,
IN,CANNELBURG,59167
IN,CANNELTON,25457
IN,CARBON,38750
IN,CARLISLE,46944
IN,CARMEL,106433
IN,CARTHAGE,36382
IN,CAYUGA,46518
IN,CEDAR GROVE,50000
IN,CEDAR LAKE,61651
IN,CENTER POINT,42500
IN,CENTERVILLE,45433
IN,CHALMERS,53750
IN,CHANDLER,47889
IN,CHARLESTOWN,43684
IN,CHESTERFIELD,39671
IN,CHESTERTON,71892
IN,CHRISNEY,45536
IN,CHURUBUSCO,47262
IN,CICERO,63460
IN,CLARKSBURG,43103
IN,CLARKS HILL,41000
IN,CLARKSVILLE,41829
IN,CLAY CITY,34500
IN,CLAYPOOL,38929
IN,CLAYTON,50764
IN,CLEAR LAKE,71458
IN,CLERMONT,58846
IN,CLIFFORD,40938
IN,CLINTON,37888
IN,CLOVERDALE,43421
IN,COALMONT,
IN,COATESVILLE,41500
IN,COLBURN,41417
IN,COLFAX,41923
IN,COLLEGEVILLE,
IN,COLUMBIA CITY,42590
IN,COLUMBUS,56816
IN,CONNERSVILLE,32190
IN,CONVERSE,37159
IN,CORDRY SWEETWATER LAKES,52128
IN,CORUNNA,34286
IN,CORYDON,32044
IN,COUNTRY CLUB HEIGHTS,116000
IN,COUNTRY SQUIRE LAKES,31156
IN,COVINGTON,49455
IN,CRANDALL,32500
IN,CRANE,34583
IN,CRAWFORDSVILLE,33943
IN,CROMWELL,31528
IN,CROTHERSVILLE,40000
IN,CROWN POINT,63754
IN,CROWS NEST,191458
IN,CULVER,44167
IN,CUMBERLAND,50117
IN,CYNTHIANA,50000
IN,DALE,42000
IN,DALEVILLE,42500
IN,DANA,41058
IN,DANVILLE,53947
IN,DARLINGTON,43500
IN,DARMSTADT,88352
IN,DAYTON,58750
IN,DECATUR,39808
IN,DECKER,41750
IN,DELPHI,36850
IN,DE MOTTE,45917
IN,DENVER,49514
IN,DEPUTY,
IN,DILLSBORO,39440
IN,DOVER HILL,
IN,DRESSER,
IN,DUBLIN,33409
IN,DUBOIS,34458
IN,DUGGER,51115
IN,DUNE ACRES,143125
IN,DUNKIRK,30492
IN,DUNLAP,63750
IN,DUNREITH,45417
IN,DUPONT,49000
IN,DYER,79708
IN,EARL PARK,44688
IN,EAST CHICAGO,26486
IN,EAST ENTERPRISE,28576
IN,EAST GERMANTOWN,30714
IN,EATON,40083
IN,ECONOMY,34219
IN,EDGEWOOD,58785
IN,EDINBURGH,38571
IN,EDWARDSPORT,45417
IN,ELBERFELD,52115
IN,ELIZABETH,45500
IN,ELIZABETHTOWN,40357
IN,ELKHART,35371
IN,ELLETTSVILLE,49479
IN,ELNORA,33750
IN,ELWOOD,36282
IN,EMISON,
IN,ENGLISH,17438
IN,ETNA GREEN,47708
IN,EVANSVILLE,35785
IN,FAIRLAND,60313
IN,FAIRMOUNT,38125
IN,FAIRVIEW PARK,46250
IN,FARMERSBURG,44688
IN,FARMLAND,36364
IN,FERDINAND,55263
IN,FILLMORE,46111
IN,FISHERS,95487
IN,FISH LAKE,50313
IN,FLORA,37222
IN,FLORENCE,14189
IN,FONTANET,96042
IN,FORT BRANCH,46466
IN,FORTVILLE,43750
IN,FORT WAYNE,43774
IN,FOUNTAIN CITY,38611
IN,FOWLER,42241
IN,FOWLERTON,34375
IN,FRANCESVILLE,48281
IN,FRANCISCO,37946
IN,FRANKFORT,38801
IN,FRANKLIN,51033
IN,FRANKTON,46810
IN,FREDERICKSBURG,17500
IN,FREELANDVILLE,71098
IN,FREETOWN,
IN,FREMONT,41287
IN,FRENCH LICK,28603
IN,FULTON,47143
IN,GALENA,72000
IN,GALVESTON,47593
IN,GARRETT,41607
IN,GARY,28020
IN,GAS CITY,41979
IN,GASTON,40240
IN,GENEVA,35313
IN,GENTRYVILLE,45972
IN,GEORGETOWN,69167
IN,GLENWOOD,46786
IN,GOODLAND,47083
IN,GOSHEN,41117
IN,GOSPORT,38977
IN,GRABILL,45474
IN,GRANDVIEW,36750
IN,GRANGER,92537
IN,GREENCASTLE,45315
IN,GREENDALE,58281
IN,GREENFIELD,53459
IN,GREENSBORO,30000
IN,GREENSBURG,44744
IN,GREENS FORK,41771
IN,GREENTOWN,43011
IN,GREENVILLE,59545
IN,GREENWOOD,54176
IN,GRIFFIN,42500
IN,GRIFFITH,55490
IN,GRISSOM AFB,40746
IN,HAGERSTOWN,43424
IN,HAMILTON,48558
IN,HAMLET,47308
IN,HAMMOND,39576
IN,HANNA,59722
IN,HANOVER,40758
IN,HARDINSBURG,40000
IN,HARLAN,64188
IN,HARMONY,41853
IN,HARRODSBURG,51964
IN,HARTFORD CITY,37934
IN,HARTSVILLE,43594
IN,HATFIELD,50563
IN,HAUBSTADT,62000
IN,HAYDEN,53889
IN,HAZLETON,45769
IN,HEBRON,47880
IN,HENRYVILLE,55962
IN,HERBST,
IN,HERITAGE LAKE,62188
IN,HIDDEN VALLEY,80667
IN,HIGHLAND,61806
IN,HIGHLAND,66188
IN,HILLSBORO,35096
IN,HOAGLAND,42500
IN,HOBART,58246
IN,HOLLAND,43594
IN,HOLTON,36786
IN,HOMECROFT,73750
IN,HOPE,41779
IN,HOWE,33378
IN,HUDSON,43214
IN,HUDSON LAKE,46905
IN,HUNTERTOWN,70236
IN,HUNTINGBURG,41578
IN,HUNTINGTON,38018
IN,HYMERA,37386
IN,IDAVILLE,56071
IN,INDIANAPOLIS CITY,41987
IN,INDIAN VILLAGE,60000
IN,INGALLS,49653
IN,JALAPA,76500
IN,JAMESTOWN,53125
IN,JASONVILLE,29109
IN,JASPER,53044
IN,JEFFERSONVILLE,50990
IN,JONESBORO,32857
IN,JONESVILLE,52500
IN,KEMPTON,47292
IN,KENDALLVILLE,39799
IN,KENNARD,36563
IN,KENT,
IN,KENTLAND,42286
IN,KEWANNA,30391
IN,KIMMELL,43750
IN,KINGMAN,41806
IN,KINGSBURY,67813
IN,KINGSFORD HEIGHTS,35417
IN,KIRKLIN,43393
IN,KNIGHTSTOWN,36920
IN,KNIGHTSVILLE,52083
IN,KNOX,33125
IN,KOKOMO,37623
IN,KOONTZ LAKE,49083
IN,KOUTS,59444
IN,LACONIA,68286
IN,LA CROSSE,45625
IN,LADOGA,49583
IN,LAFAYETTE,40419
IN,LA FONTAINE,40089
IN,LAGRANGE,40833
IN,LAGRO,30000
IN,LAKE DALECARLIA,57212
IN,LAKE HOLIDAY,73152
IN,LAKE SANTEE,91577
IN,LAKES OF THE FOUR SEASONS,91472
IN,LAKE STATION,39309
IN,LAKETON,35357
IN,LAKE VILLAGE,38417
IN,LAKEVILLE,40625
IN,LANDESS,
IN,LANESVILLE,48672
IN,LA PAZ,45500
IN,LAPEL,44028
IN,LA PORTE,34900
IN,LARWILL,34375
IN,LAUREL,21818
IN,LAWRENCE,48731
IN,LAWRENCEBURG,38428
IN,LEAVENWORTH,37708
IN,LEBANON,45424
IN,LEESBURG,52000
IN,LEOCEDARVILLE,76538
IN,LEWISVILLE,34063
IN,LIBERTY,38173
IN,LIGONIER,38953
IN,LINDEN,46250
IN,LINTON,36433
IN,LITTLE YORK,44063
IN,LIVONIA,46250
IN,LIZTON,49375
IN,LOGANSPORT,32982
IN,LONG BEACH,77250
IN,LOOGOOTEE,39070
IN,LOSANTVILLE,30938
IN,LOWELL,62403
IN,LYNN,37031
IN,LYNNVILLE,57639
IN,LYONS,43274
IN,MCCORDSVILLE,83479
IN,MACKEY,31750
IN,MACY,35833
IN,MADISON,46153
IN,MANILLA,78214
IN,MARENGO,23929
IN,MARION,32716
IN,MARKLE,48409
IN,MARKLEVILLE,46875
IN,MARSHALL,41607
IN,MARTINSVILLE,36403
IN,MATTHEWS,33125
IN,MAUCKPORT,33393
IN,MECCA,35000
IN,MEDARYVILLE,33214
IN,MEDORA,28333
IN,MELLOTT,28333
IN,MELODY HILL,75436
IN,MEMPHIS,49243
IN,MENTONE,43482
IN,MERIDIAN HILLS,119830
IN,MEROM,30000
IN,MERRILLVILLE,52810
IN,METAMORA,23750
IN,MEXICO,49397
IN,MICHIANA SHORES,76875
IN,MICHIGAN CITY,35503
IN,MICHIGANTOWN,50833
IN,MIDDLEBURY,57091
IN,MIDDLETOWN,37238
IN,MIER,60500
IN,MILAN,49737
IN,MILFORD,38598
IN,MILLERSBURG,45789
IN,MILLHOUSEN,73438
IN,MILLTOWN,30586
IN,MILROY,39406
IN,MILTON,45000
IN,MISHAWAKA,38143
IN,MITCHELL,34576
IN,MODOC,40833
IN,MONON,35542
IN,MONROE,48750
IN,MONROE CITY,61364
IN,MONROEVILLE,42632
IN,MONROVIA,59750
IN,MONTEREY,50938
IN,MONTEZUMA,36136
IN,MONTGOMERY,41250
IN,MONTICELLO,36330
IN,MONTMORENCI,85179
IN,MONTPELIER,33447
IN,MOORELAND,32250
IN,MOORES HILL,42875
IN,MOORESVILLE,51008
IN,MORGANTOWN,37009
IN,MOROCCO,43359
IN,MORRISTOWN,46875
IN,MOUNT AUBURN,42500
IN,MOUNT AYR,35625
IN,MOUNT CARMEL,36042
IN,MOUNT ETNA,44000
IN,MOUNT SUMMIT,50625
IN,MOUNT VERNON,46422
IN,MULBERRY,47500
IN,MUNCIE,31044
IN,MUNSTER,70503
IN,NAPOLEON,37500
IN,NAPPANEE,48918
IN,NASHVILLE,39280
IN,NEW ALBANY,40413
IN,NEW AMSTERDAM,83750
IN,NEWBERRY,43750
IN,NEWBURGH,50089
IN,NEW CARLISLE,53684
IN,NEW CASTLE,32840
IN,NEW CHICAGO,38879
IN,NEW GOSHEN,65897
IN,NEW HARMONY,48036
IN,NEW HAVEN,46560
IN,NEW MARKET,56250
IN,NEW MIDDLETOWN,61250
IN,NEW PALESTINE,65947
IN,NEW PARIS,36567
IN,NEW PEKIN,32283
IN,NEW POINT,41389
IN,NEWPORT,47625
IN,NEW RICHMOND,51250
IN,NEW ROSS,52083
IN,NEW SALISBURY,49667
IN,NEWTOWN,58125
IN,NEW TRENTON,57944
IN,NEW WASHINGTON,70227
IN,NEW WHITELAND,53844
IN,NOBLESVILLE,69841
IN,NORTH CROWS NEST,"250,000+"
IN,NORTH JUDSON,37202
IN,NORTH LIBERTY,38333
IN,NORTH MANCHESTER,42281
IN,NORTH SALEM,41818
IN,NORTH TERRE HAUTE,45085
IN,NORTH VERNON,38725
IN,NORTH WEBSTER,40352
IN,NORWAY,48233
IN,NOTRE DAME,
IN,OAKLAND CITY,35125
IN,OAKTOWN,37574
IN,ODON,30714
IN,OGDEN DUNES,101250
IN,OLDENBURG,58906
IN,ONWARD,27639
IN,OOLITIC,45921
IN,ORESTES,42344
IN,ORLAND,42188
IN,ORLEANS,33051
IN,OSCEOLA,59832
IN,OSGOOD,41010
IN,OSSIAN,52857
IN,OTTERBEIN,43594
IN,OTWELL,
IN,OWENSBURG,
IN,OWENSVILLE,40129
IN,OXFORD,45682
IN,PAINTED HILLS,52313
IN,PALMYRA,42381
IN,PAOLI,31971
IN,PARAGON,35625
IN,PARKER CITY,38589
IN,PARKERS SETTLEMENT,63958
IN,PATOKA,39714
IN,PATRIOT,41250
IN,PENDLETON,54198
IN,PENNVILLE,36719
IN,PERRYSVILLE,39706
IN,PERU,33107
IN,PETERSBURG,35918
IN,PIERCETON,46875
IN,PINE VILLAGE,36500
IN,PITTSBORO,78047
IN,PLAINFIELD,59951
IN,PLAINVILLE,39226
IN,PLYMOUTH,34478
IN,POINT ISABEL,69271
IN,PONETO,45625
IN,PORTAGE,53730
IN,PORTER,76053
IN,PORTLAND,34375
IN,POSEYVILLE,45750
IN,POTTAWATTAMIE PARK,87188
IN,PRINCES LAKES,67500
IN,PRINCETON,40488
IN,RAGLESVILLE,
IN,RAGSDALE,83203
IN,REDKEY,35417
IN,REMINGTON,47635
IN,RENSSELAER,43560
IN,REYNOLDS,50167
IN,RICHLAND,50938
IN,RICHMOND,30357
IN,RIDGEVILLE,38594
IN,RILEY,43333
IN,RISING SUN,37596
IN,RIVER FOREST,
IN,ROACHDALE,40395
IN,ROANN,40156
IN,ROANOKE,65694
IN,ROCHESTER,36692
IN,ROCKPORT,29716
IN,ROCKVILLE,26035
IN,ROCKY RIPPLE,50417
IN,ROLLING PRAIRIE,81250
IN,ROME CITY,47917
IN,ROSEDALE,32938
IN,ROSELAND,36375
IN,ROSELAWN,51490
IN,ROSSVILLE,48580
IN,ROYAL CENTER,39500
IN,RUSHVILLE,34942
IN,RUSSELLVILLE,33958
IN,RUSSIAVILLE,51034
IN,ST. BERNICE,42337
IN,ST. JOE,44375
IN,ST. JOHN,95777
IN,ST. LEON,54375
IN,ST. MARY OF THE WOODS,19375
IN,ST. MEINRAD,53472
IN,ST. PAUL,40294
IN,SALAMONIA,30000
IN,SALEM,31980
IN,SALT CREEK COMMONS,62644
IN,SALTILLO,
IN,SANDBORN,41563
IN,SAN PIERRE,40500
IN,SANTA CLAUS,71979
IN,SARATOGA,25893
IN,SCHERERVILLE,65661
IN,SCHNEIDER,39583
IN,SCIPIO,
IN,SCOTLAND,
IN,SCOTTSBURG,41007
IN,SEELYVILLE,39667
IN,SELLERSBURG,63611
IN,SELMA,40096
IN,SEYMOUR,44310
IN,SHADELAND,66179
IN,SHAMROCK LAKES,73750
IN,SHARPSVILLE,55341
IN,SHELBURN,32400
IN,SHELBY,
IN,SHELBYVILLE,43395
IN,SHEPARDSVILLE,95313
IN,SHERIDAN,42935
IN,SHIPSHEWANA,40083
IN,SHIRLEY,35446
IN,SHOALS,29250
IN,SHOREWOOD FOREST,107557
IN,SIDNEY,51667
IN,SILVER LAKE,40000
IN,SIMONTON LAKE,56353
IN,SIMS,
IN,SMITHVILLESANDERS,66851
IN,SOMERSET,68750
IN,SOMERVILLE,32500
IN,SOUTH BEND,34523
IN,SOUTH HAVEN,51310
IN,SOUTHPORT,54828
IN,SOUTH WHITLEY,43438
IN,SPEEDWAY,37861
IN,SPENCER,29926
IN,SPICELAND,39808
IN,SPRING GROVE,61406
IN,SPRING HILL,96250
IN,SPRING LAKE,64375
IN,SPRINGPORT,37500
IN,SPURGEON,40833
IN,STAR CITY,28125
IN,STATE LINE CITY,48750
IN,STAUNTON,43594
IN,STILESVILLE,33750
IN,STINESVILLE,22917
IN,STOCKWELL,60459
IN,STRAUGHN,33333
IN,SULLIVAN,27083
IN,SULPHUR SPRINGS,39107
IN,SUMMITVILLE,40594
IN,SUNMAN,36774
IN,SWAYZEE,50700
IN,SWEETSER,53485
IN,SWITZ CITY,25833
IN,SYRACUSE,45518
IN,TAYLORSVILLE,65469
IN,TECUMSEH,66216
IN,TELL CITY,41900
IN,TENNYSON,35833
IN,TERRE HAUTE,31817
IN,THORNTOWN,47596
IN,TIPTON,39099
IN,TOAD HOP,
IN,TOPEKA,45833
IN,TOWN OF PINES,43214
IN,TRAFALGAR,58869
IN,TRAIL CREEK,68148
IN,TRILAKES,57031
IN,TROY,34792
IN,ULEN,123750
IN,UNION CITY,31238
IN,UNIONDALE,52500
IN,UNIVERSAL,29688
IN,UPLAND,52344
IN,UTICA,47833
IN,VALLONIA,29323
IN,VALPARAISO,49509
IN,VAN BIBBER LAKE,18854
IN,VAN BUREN,39688
IN,VEEDERSBURG,54271
IN,VERA CRUZ,37083
IN,VERNON,41667
IN,VERSAILLES,41458
IN,VEVAY,35000
IN,VINCENNES,35455
IN,WABASH,39532
IN,WAKARUSA,52372
IN,WALDRON,62321
IN,WALKERTON,41156
IN,WALLACE,28594
IN,WALTON,42974
IN,WANATAH,53750
IN,WARREN,44088
IN,WARREN PARK,28727
IN,WARSAW,46195
IN,WASHINGTON,41445
IN,WATERLOO,40100
IN,WAVELAND,45250
IN,WAYNETOWN,45068
IN,WEST BADEN SPRINGS,32813
IN,WEST COLLEGE CORNER,29865
IN,WESTFIELD,86025
IN,WEST HARRISON,24205
IN,WEST LAFAYETTE,27527
IN,WEST LEBANON,40556
IN,WESTPHALIA,34722
IN,WEST POINT,55294
IN,WESTPORT,39875
IN,WEST TERRE HAUTE,31178
IN,WESTVILLE,46806
IN,WHEATFIELD,46250
IN,WHEATLAND,42422
IN,WHEELER,53839
IN,WHITELAND,67679
IN,WHITESTOWN,73402
IN,WHITEWATER,39750
IN,WHITING,52586
IN,WILKINSON,55250
IN,WILLIAMS,43139
IN,WILLIAMS CREEK,174375
IN,WILLIAMSPORT,41250
IN,WINAMAC,38514
IN,WINCHESTER,32273
IN,WINDFALL CITY,38365
IN,WINFIELD,82193
IN,WINGATE,42917
IN,WINONA LAKE,51818
IN,WINSLOW,39375
IN,WOLCOTT,53462
IN,WOLCOTTVILLE,44671
IN,WOODBURN,52989
IN,WOODLAWN HEIGHTS,117500
IN,WORTHINGTON,32656
IN,WYNNEDALE,102917
IN,YEOMAN,44375
IN,YORKTOWN,59833
IN,ZANESVILLE,58000
IN,ZIONSVILLE,107604
IA,ACKLEY,44063
IA,ACKWORTH,40000
IA,ADAIR,48188
IA,ADEL,56319
IA,AFTON,42137
IA,AGENCY,37857
IA,AINSWORTH,42212
IA,AKRON,41161
IA,ALBERT CITY,44342
IA,ALBIA,44230
IA,ALBION,53750
IA,ALBURNETT,66875
IA,ALDEN,48173
IA,ALEXANDER,39375
IA,ALGONA,50512
IA,ALLEMAN,81818
IA,ALLERTON,39688
IA,ALLISON,52750
IA,ALTA,46458
IA,ALTA VISTA,40000
IA,ALTON,62232
IA,ALTOONA,69748
IA,ALVORD,53750
IA,AMANA,68625
IA,AMES,41616
IA,ANAMOSA,41092
IA,ANDERSON,
IA,ANDOVER,54063
IA,ANDREW,44583
IA,ANITA,40429
IA,ANKENY,75465
IA,ANTHON,37159
IA,APLINGTON,51838
IA,ARCADIA,54010
IA,ARCHER,46667
IA,AREDALE,25000
IA,ARION,40750
IA,ARISPE,36000
IA,ARLINGTON,41500
IA,ARMSTRONG,47000
IA,ARNOLDS PARK,46518
IA,ARTHUR,40833
IA,ASBURY,89559
IA,ASHTON,46250
IA,ASPINWALL,57500
IA,ATALISSA,57500
IA,ATHELSTAN,
IA,ATKINS,84917
IA,ATLANTIC,37397
IA,AUBURN,38021
IA,AUDUBON,37983
IA,AURELIA,50556
IA,AURORA,47321
IA,AVOCA,50735
IA,AYRSHIRE,28750
IA,BADGER,60536
IA,BAGLEY,45556
IA,BALDWIN,33125
IA,BALLTOWN,55938
IA,BANCROFT,44375
IA,BANKSTON,113393
IA,BARNES CITY,37500
IA,BARNUM,53750
IA,BARTLETT,
IA,BASSETT,47813
IA,BATAVIA,39808
IA,BATTLE CREEK,38056
IA,BAXTER,53500
IA,BAYARD,47721
IA,BEACON,32917
IA,BEACONSFIELD,
IA,BEAMAN,53750
IA,BEAVER,51250
IA,BEAVERDALE,57232
IA,BEDFORD,34750
IA,BELLE PLAINE,39732
IA,BELLEVUE,44089
IA,BELMOND,38511
IA,BENNETT,50556
IA,BENTLEY,110625
IA,BENTON,57969
IA,BERKLEY,38750
IA,BERNARD,53750
IA,BERTRAM,93750
IA,BETTENDORF,75373
IA,BEVINGTON,39167
IA,BIRMINGHAM,40833
IA,BLAIRSBURG,52500
IA,BLAIRSTOWN,50729
IA,BLAKESBURG,32500
IA,BLANCHARD,59375
IA,BLENCOE,39792
IA,BLOCKTON,30938
IA,BLOOMFIELD,42234
IA,BLUE GRASS,64185
IA,BODE,41250
IA,BOLAN,
IA,BONAPARTE,30909
IA,BONDURANT,63542
IA,BOONE,46486
IA,BOUTON,40625
IA,BOXHOLM,33750
IA,BOYDEN,59250
IA,BRADDYVILLE,50500
IA,BRADFORD,42813
IA,BRADGATE,35000
IA,BRANDON,43750
IA,BRAYTON,37321
IA,BREDA,59375
IA,BRIDGEWATER,44107
IA,BRIGHTON,39107
IA,BRISTOW,37188
IA,BRITT,44432
IA,BRONSON,68750
IA,BROOKLYN,47284
IA,BRUNSVILLE,56250
IA,BUCKEYE,41786
IA,BUCK GROVE,30000
IA,BUFFALO,44922
IA,BUFFALO CENTER,41087
IA,BURCHINAL,
IA,BURLINGTON,39586
IA,BURR OAK,46944
IA,BURT,39333
IA,BUSSEY,36250
IA,CALAMUS,55000
IA,CALIFORNIA JUNCTION,
IA,CALLENDER,45313
IA,CALMAR,44297
IA,CALUMET,59063
IA,CAMANCHE,56318
IA,CAMBRIDGE,54196
IA,CANTRIL,34583
IA,CARBON,28750
IA,CARLISLE,57794
IA,CARPENTER,
IA,CARROLL,43078
IA,CARSON,47039
IA,CARTER LAKE,48333
IA,CASCADE,47344
IA,CASEY,40000
IA,CASTALIA,45357
IA,CASTANA,22143
IA,CEDAR FALLS,55808
IA,CEDAR RAPIDS,53581
IA,CENTER JUNCTION,55000
IA,CENTER POINT,79545
IA,CENTERVILLE,31270
IA,CENTRAL CITY,54453
IA,CENTRALIA,50938
IA,CHAPIN,
IA,CHARITON,33167
IA,CHARLES CITY,39053
IA,CHARLOTTE,47955
IA,CHARTER OAK,49167
IA,CHATSWORTH,
IA,CHELSEA,41000
IA,CHEROKEE,40811
IA,CHESTER,37813
IA,CHILLICOTHE,45536
IA,CHURDAN,38125
IA,CINCINNATI,33500
IA,CLARE,54583
IA,CLARENCE,44196
IA,CLARINDA,42551
IA,CLARION,37583
IA,CLARKSVILLE,43750
IA,CLAYTON,48750
IA,CLEARFIELD,32266
IA,CLEAR LAKE,49219
IA,CLEGHORN,46000
IA,CLEMONS,58750
IA,CLERMONT,42813
IA,CLIMBING HILL,84063
IA,CLINTON,41813
IA,CLIO,42083
IA,CLIVE,93160
IA,CLUTIER,38125
IA,COALVILLE,41875
IA,COBURG,43125
IA,COGGON,51719
IA,COIN,43125
IA,COLESBURG,53594
IA,COLFAX,44706
IA,COLLEGE SPRINGS,31786
IA,COLLINS,55000
IA,COLO,49688
IA,COLUMBUS CITY,56103
IA,COLUMBUS JUNCTION,49167
IA,COLWELL,46250
IA,CONESVILLE,42692
IA,CONRAD,45313
IA,CONROY,46758
IA,CONWAY,35625
IA,COON RAPIDS,44674
IA,COPPOCK,29531
IA,CORALVILLE,58744
IA,CORLEY,
IA,CORNING,41849
IA,CORRECTIONVILLE,40119
IA,CORWITH,37857
IA,CORYDON,43646
IA,COTTER,55500
IA,COULTER,51250
IA,COUNCIL BLUFFS,45551
IA,CRAIG,78125
IA,CRAWFORDSVILLE,41719
IA,CRESCENT,81731
IA,CRESCO,47426
IA,CRESTON,40782
IA,CROMWELL,62500
IA,CRYSTAL LAKE,34432
IA,CUMBERLAND,26953
IA,CUMMING,105000
