State Ab,City Name,Median Income
AL,ABANDA,11207
AL,ABBEVILLE,25615
AL,ADAMSVILLE,42575
AL,ADDISON,37083
AL,AKRON,21667
AL,ALABASTER,71816
AL,ALBERTVILLE,32911
AL,ALEXANDER CITY,29874
AL,ALEXANDRIA,56058
AL,ALICEVILLE,21131
AL,ALLGOOD,42009
AL,ALTOONA,27566
AL,ANDALUSIA,31968
AL,ANDERSON,34792
AL,ANNISTON,29681
AL,ARAB,40292
AL,ARDMORE,35670
AL,ARGO,57212
AL,ARITON,24286
AL,ARLEY,28750
AL,ASHFORD,42704
AL,ASHLAND,31438
AL,ASHVILLE,40547
AL,ATHENS,47542
AL,ATMORE,26775
AL,ATTALLA,37191
AL,AUBURN,38342
AL,AUTAUGAVILLE,24833
AL,AVON,40417
AL,AXIS,55750
AL,BABBIE,41912
AL,BAILEYTON,31875
AL,BAKERHILL,31875
AL,BALLPLAY,37778
AL,BANKS,28750
AL,BAY MINETTE,31576
AL,BAYOU LA BATRE,34583
AL,BEAR CREEK,35563
AL,BEATRICE,18417
AL,BEAVERTON,31875
AL,BELGREEN,27750
AL,BELK,28906
AL,BELLAMY,22132
AL,BELLE FONTAINE,34615
AL,BENTON,
AL,BERRY,25865
AL,BESSEMER,29615
AL,BILLINGSLEY,41250
AL,BIRMINGHAM,31061
AL,BLACK,41071
AL,BLOUNTSVILLE,30152
AL,BLUE RIDGE,96333
AL,BLUE SPRINGS,45313
AL,BOAZ,35974
AL,BOLIGEE,12173
AL,BON AIR,23750
AL,BON SECOUR,
AL,BOYKIN,
AL,BRANTLEY,27870
AL,BRANTLEYVILLE,40370
AL,BRENT,33924
AL,BREWTON,31033
AL,BRIDGEPORT,28571
AL,BRIGHTON,22146
AL,BRILLIANT,25893
AL,BRISTOW COVE,
AL,BROOK HIGHLAND,60212
AL,BROOKSIDE,34554
AL,BROOKWOOD,51515
AL,BROOMTOWN,28750
AL,BRUNDIDGE,23819
AL,BUCKS,
AL,BUTLER,28950
AL,CALERA,62893
AL,CALVERT,
AL,CAMDEN,28375
AL,CAMP HILL,25118
AL,CARBON HILL,25990
AL,CARDIFF,
AL,CARLISLEROCKLEDGE,35938
AL,CARLTON,
AL,CAROLINA,50278
AL,CARROLLTON,27857
AL,CASTLEBERRY,20677
AL,CATHERINE,
AL,CEDAR BLUFF,36389
AL,CENTER POINT,39944
AL,CENTRE,31268
AL,CENTREVILLE,41103
AL,CHATOM,35365
AL,CHELSEA,85757
AL,CHEROKEE,28359
AL,CHICKASAW,30973
AL,CHILDERSBURG,25948
AL,CHOCCOLOCCO,54825
AL,CHUNCHULA,
AL,CITRONELLE,48125
AL,CLANTON,39823
AL,CLAY,68717
AL,CLAYHATCHEE,32656
AL,CLAYTON,25203
AL,CLEVELAND,40909
AL,CLIO,19539
AL,COALING,54167
AL,COATS BEND,42821
AL,COFFEE SPRINGS,33636
AL,COFFEEVILLE,19583
AL,COKER,45795
AL,COLLINSVILLE,25795
AL,COLONY,33063
AL,COLUMBIA,31806
AL,COLUMBIANA,32700
AL,CONCORD,44620
AL,COOSADA,47406
AL,CORDOVA,19139
AL,COTTONDALE,43875
AL,COTTONWOOD,25313
AL,COUNTY LINE,55313
AL,COURTLAND,33125
AL,COWARTS,43533
AL,CREOLA,51705
AL,CROSSVILLE,30833
AL,CUBA,40673
AL,CULLMAN,38746
AL,CULLOMBURG,
AL,CUSSETA,52500
AL,DADEVILLE,29368
AL,DALEVILLE,45651
AL,DAPHNE,60737
AL,DAUPHIN ISLAND,63594
AL,DAVISTON,47639
AL,DAYTON,
AL,DEATSVILLE,78125
AL,DECATUR,41496
AL,DEER PARK,
AL,DELTA,
AL,DEMOPOLIS,27656
AL,DETROIT,24107
AL,DODGE CITY,41346
AL,DORA,40769
AL,DOTHAN,42426
AL,DOUBLE SPRINGS,29063
AL,DOUGLAS,29318
AL,DOZIER,21765
AL,DUNNAVANT,42857
AL,DUTTON,39688
AL,EAST BREWTON,26736
AL,EAST POINT,62059
AL,ECLECTIC,41304
AL,EDGEWATER,26818
AL,EDWARDSVILLE,38438
AL,EGYPT,56693
AL,ELBA,26156
AL,ELBERTA,31190
AL,ELDRIDGE,30000
AL,ELKMONT,39583
AL,ELMORE,40150
AL,EMELLE,36250
AL,EMERALD MOUNTAIN,91054
AL,ENTERPRISE,54450
AL,EPES,25000
AL,ETHELSVILLE,40417
AL,EUFAULA,32845
AL,EUNOLA,42023
AL,EUTAW,22377
AL,EVA,39868
AL,EVERGREEN,18661
AL,EXCEL,34375
AL,FAIRFIELD,34890
AL,FAIRFORD,32269
AL,FAIRHOPE,61489
AL,FAIRVIEW,37750
AL,FALKVILLE,33846
AL,FAUNSDALE,20625
AL,FAYETTE,30646
AL,FAYETTEVILLE,34632
AL,FITZPATRICK,
AL,FIVE POINTS,45000
AL,FLOMATON,24406
AL,FLORALA,25673
AL,FLORENCE,35731
AL,FOLEY,40938
AL,FORESTDALE,48654
AL,FORKLAND,19063
AL,FORT DEPOSIT,23963
AL,FORT PAYNE,38833
AL,FORT RUCKER,59265
AL,FRANKLIN,60417
AL,FREDONIA,66591
AL,FRISCO CITY,17311
AL,FRUITDALE,63125
AL,FRUITHURST,35625
AL,FULTON,32083
AL,FULTONDALE,51587
AL,FYFFE,42356
AL,GADSDEN,29136
AL,GAINESVILLE,14444
AL,GALLANT,45859
AL,GANTT,47000
AL,GARDEN CITY,31591
AL,GARDENDALE,56132
AL,GAYLESVILLE,26818
AL,GEIGER,45125
AL,GENEVA,29912
AL,GEORGIANA,19969
AL,GERALDINE,42292
AL,GILBERTOWN,33750
AL,GLEN ALLEN,24531
AL,GLENCOE,46691
AL,GLENWOOD,36000
AL,GOLDVILLE,46250
AL,GOOD HOPE,47754
AL,GOODWATER,23809
AL,GORDO,30781
AL,GORDON,22250
AL,GORDONVILLE,18224
AL,GOSHEN,40132
AL,GRAHAM,41914
AL,GRAND BAY,48767
AL,GRANT,55000
AL,GRAYSON VALLEY,46250
AL,GRAYSVILLE,41282
AL,GREENSBORO,21797
AL,GREENVILLE,29741
AL,GRIMES,31579
AL,GROVE HILL,31786
AL,GUIN,23000
AL,GULFCREST,68462
AL,GULF SHORES,47662
AL,GUNTERSVILLE,39756
AL,GURLEY,32500
AL,GUWIN,39000
AL,HACKLEBURG,28819
AL,HACKNEYVILLE,60474
AL,HALEBURG,54167
AL,HALEYVILLE,24291
AL,HAMILTON,33053
AL,HAMMONDVILLE,43281
AL,HANCEVILLE,29231
AL,HARPERSVILLE,35972
AL,HARTFORD,22094
AL,HARTSELLE,53878
AL,HARVEST,63708
AL,HATTON,
AL,HAYDEN,50795
AL,HAYNEVILLE,18802
AL,HAZEL GREEN,41938
AL,HEADLAND,51822
AL,HEATH,38333
AL,HEFLIN,25823
AL,HELENA,84615
AL,HENAGAR,30757
AL,HIGHLAND LAKE,51250
AL,HIGHLAND LAKES,124291
AL,HILLSBORO,34712
AL,HISSOP,25032
AL,HOBSON,
AL,HOBSON CITY,25563
AL,HODGES,29583
AL,HOKES BLUFF,46042
AL,HOLLINS,
AL,HOLLIS CROSSROADS,34408
AL,HOLLY POND,44750
AL,HOLLYWOOD,29306
AL,HOLT,30446
AL,HOLTVILLE,52713
AL,HOMEWOOD,61626
AL,HOOVER,77146
AL,HORN HILL,34464
AL,HUEYTOWN,42172
AL,HUGULEY,42063
AL,HUNTSVILLE,48775
AL,HURTSBORO,19732
AL,HYTOP,38542
AL,IDER,32692
AL,INDIAN SPRINGS VILLAGE,96346
AL,IRONDALE,47351
AL,IVALEE,50737
AL,JACKSON,31232
AL,JACKSONS' GAP,36719
AL,JACKSONVILLE,38903
AL,JASPER,39695
AL,JEMISON,38500
AL,JOPPA,23672
AL,KANSAS,38542
AL,KELLYTON,29688
AL,KENNEDY,35054
AL,KILLEN,55313
AL,KIMBERLY,76771
AL,KINSEY,37109
AL,KINSTON,23571
AL,LADONIA,32713
AL,LA FAYETTE,25666
AL,LAKEVIEW,46250
AL,LAKE VIEW,88594
AL,LANETT,25220
AL,LANGSTON,31875
AL,LEEDS,52689
AL,LEESBURG,41397
AL,LEIGHTON,22500
AL,LEROY,47365
AL,LESTER,
AL,LEVEL PLAINS,65769
AL,LEXINGTON,35521
AL,LIBERTYVILLE,44286
AL,LILLIAN,51776
AL,LINCOLN,55605
AL,LINDEN,29722
AL,LINEVILLE,31472
AL,LIPSCOMB,26163
AL,LISMAN,28750
AL,LITTLEVILLE,49107
AL,LIVINGSTON,14426
AL,LOACHAPOKA,34688
AL,LOCKHART,36250
AL,LOCUST FORK,57143
AL,LOOKOUT MOUNTAIN,51058
AL,LOUISVILLE,34286
AL,LOWNDESBORO,39375
AL,LOXLEY,48000
AL,LUVERNE,29844
AL,LYNN,33452
AL,MCDONALD CHAPEL,15588
AL,MACEDONIA,
AL,MCINTOSH,48625
AL,MCKENZIE,31500
AL,MCMULLEN,
AL,MADISON,92960
AL,MADRID,38750
AL,MAGNOLIA SPRINGS,47614
AL,MALCOLM,
AL,MALVERN,37000
AL,MAPLESVILLE,32788
AL,MARBURY,37672
AL,MARGARET,64789
AL,MARION,31029
AL,MAYTOWN,43750
AL,MEADOWBROOK,92193
AL,MEGARGEL,
AL,MEMPHIS,
AL,MENTONE,38750
AL,MERIDIANVILLE,68368
AL,MIDFIELD,39678
AL,MIDLAND CITY,27163
AL,MIDWAY,24514
AL,MIGNON,32452
AL,MILLBROOK,58330
AL,MILLERVILLE,24861
AL,MILLPORT,32443
AL,MILLRY,37813
AL,MINOR,45000
AL,MOBILE,38776
AL,MONROEVILLE,30678
AL,MONTEVALLO,34760
AL,MONTGOMERY,42927
AL,MOODY,61049
AL,MOORES MILL,63911
AL,MOORESVILLE,99375
AL,MORRIS,70043
AL,MORRISON CROSSROADS,21169
AL,MOSSES,15240
AL,MOULTON,28843
AL,MOUNDVILLE,39719
AL,MOUNTAIN BROOK,126534
AL,MOUNT OLIVE CDP (COOSA,
AL,MOUNT OLIVE CDP (JEFFERSON,73345
AL,MOUNT VERNON,40750
AL,MOVICO,
AL,MULGA,34886
AL,MUNFORD,34034
AL,MUSCLE SHOALS,48896
AL,MYRTLEWOOD,35000
AL,NANAFALIA,
AL,NANCES CREEK,51196
AL,NAPIER FIELD,32000
AL,NATURAL BRIDGE,
AL,NAUVOO,27000
AL,NECTAR,35313
AL,NEEDHAM,56458
AL,NEWBERN,18750
AL,NEW BROCKTON,41066
AL,NEW HOPE,44224
AL,NEW MARKET,59653
AL,NEW SITE,42143
AL,NEWTON,41198
AL,NEW UNION,36429
AL,NEWVILLE,31172
AL,NORTH COURTLAND,24097
AL,NORTH JOHNS,39750
AL,NORTHPORT,53650
AL,NOTASULGA,37273
AL,OAK GROVE,40972
AL,OAK HILL,
AL,OAKMAN,40469
AL,ODENVILLE,51518
AL,OHATCHEE,51688
AL,ONEONTA,36852
AL,ONYCHA,22917
AL,OPELIKA,40489
AL,OPP,34695
AL,ORANGE BEACH,57535
AL,ORRVILLE,16250
AL,OUR TOWN,38125
AL,OWENS CROSS ROADS,51750
AL,OXFORD,51375
AL,OZARK,37813
AL,PAINT ROCK,23036
AL,PANOLA,
AL,PARRISH,29335
AL,PELHAM,67907
AL,PELL CITY,41944
AL,PENNINGTON,
AL,PENTON,30417
AL,PERDIDO,24286
AL,PERDIDO BEACH,47222
AL,PETERMAN,28009
AL,PETREY,38750
AL,PHENIX CITY,36698
AL,PHIL CAMPBELL,25852
AL,PICKENSVILLE,31607
AL,PIEDMONT,28884
AL,PIKE ROAD,97500
AL,PINCKARD,31042
AL,PINE APPLE,46250
AL,PINE HILL,30682
AL,PINE LEVEL,56125
AL,PINE RIDGE,24286
AL,PINSON,59909
AL,PISGAH,26635
AL,PLEASANT GROVE,63302
AL,PLEASANT GROVES,46875
AL,POINT CLEAR,47200
AL,POLLARD,31607
AL,POWELL,30903
AL,PRATTVILLE,55297
AL,PRICEVILLE,84375
AL,PRICHARD,23785
AL,PROVIDENCE,40208
AL,PUTNAM,
AL,RAGLAND,38571
AL,RAINBOW CITY,49338
AL,RAINSVILLE,39691
AL,RANBURNE,50909
AL,RAY,45909
AL,RED BAY,29076
AL,REDLAND,75139
AL,RED LEVEL,38571
AL,REDSTONE ARSENAL,60893
AL,REECE CITY,43261
AL,REELTOWN,74688
AL,REFORM,20136
AL,REHOBETH,47108
AL,REPTON,23125
AL,RIDGEVILLE,20625
AL,RIVER FALLS,28977
AL,RIVERSIDE,61417
AL,RIVERVIEW,37222
AL,ROANOKE,34956
AL,ROBERTSDALE,47364
AL,ROCK CREEK,52227
AL,ROCKFORD,22778
AL,ROCK MILLS,
AL,ROCKVILLE,
AL,ROGERSVILLE,36346
AL,ROSA,44808
AL,RUSSELLVILLE,29859
AL,RUTLEDGE,39688
AL,ST. FLORIAN,62500
AL,ST. STEPHENS,42500
AL,SAKS,42070
AL,SAMSON,22556
AL,SAND ROCK,44375
AL,SANFORD,33333
AL,SARALAND,52621
AL,SARDIS CITY,51681
AL,SATSUMA,59311
AL,SCOTTSBORO,38007
AL,SECTION,30278
AL,SELMA,22414
AL,SELMONTWEST SELMONT,23015
AL,SEMMES,46596
AL,SHEFFIELD,34205
AL,SHELBY,45139
AL,SHILOH,36250
AL,SHOAL CREEK,114018
AL,SHORTER,38409
AL,SILAS,27875
AL,SILVERHILL,40921
AL,SIMS CHAPEL,86071
AL,SIPSEY,27393
AL,SKYLINE,38810
AL,SLOCOMB,35512
AL,SMITHS STATION,46354
AL,SMOKE RISE,86310
AL,SNEAD,35000
AL,SOMERVILLE,40417
AL,SOUTHSIDE,65946
AL,SOUTH VINEMONT,26141
AL,SPANISH FORT,72747
AL,SPRING GARDEN,
AL,SPRINGVILLE,73906
AL,SPRUCE PINE,
AL,STANDING ROCK,49583
AL,STAPLETON,53083
AL,STEELE,31063
AL,STERRETT,31410
AL,STEVENSON,38053
AL,STEWARTVILLE,43333
AL,STOCKTON,65000
AL,SULLIGENT,30050
AL,SUMITON,42321
AL,SUMMERDALE,39803
AL,SUSAN MOORE,40417
AL,SWEET WATER,79375
AL,SYLACAUGA,33407
AL,SYLVANIA,46964
AL,SYLVAN SPRINGS,56630
AL,TALLADEGA,29482
AL,TALLADEGA SPRINGS,50833
AL,TALLASSEE,38275
AL,TARRANT,25653
AL,TAYLOR,43116
AL,THEODORE,44284
AL,THOMASTON,48523
AL,THOMASVILLE,36146
AL,THORSBY,45478
AL,TIBBIE,
AL,TIDMORE BEND,48466
AL,TILLMANS CORNER,48290
AL,TOWN CREEK,28382
AL,TOXEY,23542
AL,TRAFFORD,28889
AL,TRIANA,41875
AL,TRINITY,73625
AL,TROY,31707
AL,TRUSSVILLE,82108
AL,TUSCALOOSA,39351
AL,TUSCUMBIA,41176
AL,TUSKEGEE,26896
AL,TWIN,41705
AL,UNDERWOODPETERSVILLE,39874
AL,UNION,26875
AL,UNION GROVE,40313
AL,UNION SPRINGS,30032
AL,UNIONTOWN,14967
AL,URIAH,23421
AL,VALLEY,39531
AL,VALLEY GRANDE,55134
AL,VALLEY HEAD,30391
AL,VANCE,64432
AL,VANDIVER,47171
AL,VERNON,30292
AL,VESTAVIA HILLS,84854
AL,VINA,22500
AL,VINCENT,42692
AL,VINEGAR BEND,77083
AL,VREDENBURGH,
AL,WADLEY,25294
AL,WALDO,32188
AL,WALNUT GROVE,38846
AL,WARRIOR,45396
AL,WATERLOO,39167
AL,WAVERLY,55417
AL,WEAVER,44851
AL,WEBB,35375
AL,WEDOWEE,26574
AL,WEOGUFKA,19792
AL,WEST BLOCTON,36250
AL,WEST ENDCOBB TOWN,35233
AL,WEST JEFFERSON,45938
AL,WESTOVER,58906
AL,WEST POINT,50329
AL,WETUMPKA,46190
AL,WHATLEY,
AL,WHITE HALL,18462
AL,WHITE PLAINS,55781
AL,WHITESBORO,36736
AL,WILSONVILLE,43456
AL,WILTON,39750
AL,WINFIELD,40654
AL,WOODLAND,34205
AL,WOODSTOCK,54519
AL,WOODVILLE,34444
AL,YELLOW BLUFF,16786
AL,YORK,17399
AK,ADAK,78500
AK,AKHIOK,26250
AK,AKIACHAK,38750
AK,AKIAK,42000
AK,AKUTAN,24750
AK,ALAKANUK,32917
AK,ALATNA,
AK,ALCAN BORDER,
AK,ALEKNAGIK,41875
AK,ALENEVA,
AK,ALLAKAKET,26500
AK,AMBLER,42344
AK,ANAKTUVUK PASS,66250
AK,ANCHORAGE,78326
AK,ANCHOR POINT,51591
AK,ANDERSON,87708
AK,ANGOON,32750
AK,ANIAK,60500
AK,ANVIK,26563
AK,ARCTIC VILLAGE,26250
AK,ATKA,50625
AK,ATMAUTLUAK,50625
AK,ATQASUK,52500
AK,ATTU STATION,
AK,BADGER,75917
AK,BARROW,76902
AK,BEAR CREEK,81458
AK,BEAVER,24000
AK,BELUGA,
AK,BETHEL,76135
AK,BETTLES,50000
AK,BIG DELTA,65417
AK,BIG LAKE,70988
AK,BIRCH CREEK,
AK,BREVIG MISSION,32344
AK,BUCKLAND,60357
AK,BUFFALO SOAPSTONE,68333
AK,BUTTE,81875
AK,CANTWELL,56000
AK,CENTRAL,
AK,CHALKYITSIK,29375
AK,CHASE,
AK,CHEFORNAK,55625
AK,CHENA RIDGE,93532
AK,CHENEGA,
AK,CHEVAK,41136
AK,CHICKALOON,40893
AK,CHICKEN,
AK,CHIGNIK,96250
AK,CHIGNIK LAGOON,93438
AK,CHIGNIK LAKE,45000
AK,CHINIAK,
AK,CHISANA,
AK,CHISTOCHINA,
AK,CHITINA,
AK,CHUATHBALUK,43750
AK,CIRCLE,17125
AK,CLAM GULCH,
AK,CLARK'S POINT,25833
AK,COFFMAN COVE,41786
AK,COHOE,57228
AK,COLD BAY,86250
AK,COLDFOOT,
AK,COLLEGE,73812
AK,COOPER LANDING,64301
AK,COPPER CENTER,39063
AK,CORDOVA,85833
AK,COVENANT LIFE,31875
AK,CRAIG,63229
AK,CROOKED CREEK,31250
AK,CROWN POINT,56688
AK,DEERING,50000
AK,DELTA JUNCTION,72500
AK,DELTANA,74457
AK,DIAMOND RIDGE,69375
AK,DILLINGHAM,66875
AK,DIOMEDE,16250
AK,DOT LAKE,
AK,DOT LAKE VILLAGE,20625
AK,DRY CREEK,
AK,EAGLE,33125
AK,EAGLE VILLAGE,
AK,EDNA BAY,
AK,EEK,39063
AK,EGEGIK,38125
AK,EIELSON AFB,53388
AK,EKWOK,31875
AK,ELFIN COVE,106667
AK,ELIM,37188
AK,EMMONAK,44773
AK,ESTER,68163
AK,EUREKA ROADHOUSE,
AK,EVANSVILLE,23750
AK,EXCURSION INLET,
AK,FAIRBANKS,55229
AK,FALSE PASS,55625
AK,FARMERS LOOP,100703
AK,FARM LOOP,82250
AK,FERRY,
AK,FISHHOOK,86917
AK,FLAT,
AK,FORT GREELY,
AK,FORT YUKON,39583
AK,FOUR MILE ROAD,
AK,FOX,76563
AK,FOX RIVER,57083
AK,FRITZ CREEK,61875
AK,FUNNY RIVER,59314
AK,GAKONA,80625
AK,GALENA,63333
AK,GAMBELL,29417
AK,GAME CREEK,
AK,GATEWAY,92739
AK,GLACIER VIEW,43000
AK,GLENNALLEN,
AK,GOLDSTREAM,88371
AK,GOLOVIN,40000
AK,GOODNEWS BAY,30313
AK,GRAYLING,20417
AK,GULKANA,
AK,GUSTAVUS,57639
AK,HAINES,69735
AK,HALIBUT COVE,
AK,HAPPY VALLEY,41625
AK,HARDINGBIRCH LAKES,51042
AK,HEALY,88462
AK,HEALY LAKE,
AK,HOBART BAY,
AK,HOLLIS,103571
AK,HOLY CROSS,36094
AK,HOMER,55849
AK,HOONAH,57708
AK,HOOPER BAY,35938
AK,HOPE,
AK,HOUSTON,50438
AK,HUGHES,32500
AK,HUSLIA,42000
AK,HYDABURG,31250
AK,HYDER,
AK,IGIUGIG,51250
AK,ILIAMNA,68750
AK,IVANOF BAY,
AK,JUNEAU CITY AND,85746
AK,KACHEMAK,70625
AK,KAKE,40417
AK,KAKTOVIK,48125
AK,KALIFORNSKY,72335
AK,KALTAG,28750
AK,KARLUK,20938
AK,KASAAN,49286
AK,KASIGLUK,43750
AK,KASILOF,65893
AK,KENAI,62236
AK,KENNY LAKE,
AK,KETCHIKAN,53111
AK,KIANA,41250
AK,KING COVE,63667
AK,KING SALMON,81563
AK,KIPNUK,34583
AK,KIVALINA,52917
AK,KLAWOCK,38125
AK,KLUKWAN,50000
AK,KNIKFAIRVIEW,82858
AK,KNIK RIVER,68250
AK,KOBUK,43333
AK,KODIAK,62934
AK,KODIAK STATION,61923
AK,KOKHANOK,32083
AK,KOLIGANEK,40000
AK,KONGIGANAK,37679
AK,KOTLIK,39583
AK,KOTZEBUE,87708
AK,KOYUK,33182
AK,KOYUKUK,17083
AK,KUPREANOF,52083
AK,KWETHLUK,44063
AK,KWIGILLINGOK,42188
AK,LAKE LOUISE,
AK,LAKE MINCHUMINA,82813
AK,LAKES,83574
AK,LARSEN BAY,47917
AK,LAZY MOUNTAIN,82109
AK,LEVELOCK,37813
AK,LIME VILLAGE,
AK,LIVENGOOD,
AK,LORING,
AK,LOWELL POINT,
AK,LOWER KALSKAG,30536
AK,LUTAK,
AK,MCCARTHY,
AK,MCGRATH,64792
AK,MCKINLEY PARK,78750
AK,MANLEY HOT SPRINGS,54375
AK,MANOKOTAK,36667
AK,MARSHALL,36875
AK,MEADOW LAKES,65850
AK,MEKORYUK,24750
AK,MENDELTNA,
AK,MENTASTA LAKE,21250
AK,MERTARVIK,
AK,METLAKATLA,49924
AK,MINTO,32250
AK,MOOSE CREEK,51369
AK,MOOSE PASS,102750
AK,MOSQUITO LAKE,31736
AK,MOUNTAIN VILLAGE,39205
AK,MUD BAY,119423
AK,NABESNA,
AK,NAKNEK,79750
AK,NANWALEK,33542
AK,NAPAKIAK,24167
AK,NAPASKIAK,30625
AK,NAUKATI BAY,
AK,NELCHINA,41964
AK,NELSON LAGOON,74375
AK,NENANA,43250
AK,NEW ALLAKAKET,26250
AK,NEWHALEN,56250
AK,NEW STUYAHOK,42813
AK,NEWTOK,38125
AK,NIGHTMUTE,39375
AK,NIKISKI,70909
AK,NIKOLAEVSK,23125
AK,NIKOLAI,36875
AK,NIKOLSKI,35000
AK,NINILCHIK,49659
AK,NOATAK,51250
AK,NOME,76389
AK,NONDALTON,30833
AK,NOORVIK,40833
AK,NORTH POLE,70536
AK,NORTHWAY,51250
AK,NORTHWAY JUNCTION,57500
AK,NORTHWAY VILLAGE,20000
AK,NUIQSUT,80938
AK,NULATO,38281
AK,NUNAM IQUA,41250
AK,NUNAPITCHUK,35833
AK,OLD HARBOR,33750
AK,OSCARVILLE,
AK,OUZINKIE,34464
AK,PALMER,61797
AK,PAXSON,
AK,PEDRO BAY,56667
AK,PELICAN,66667
AK,PERRYVILLE,38125
AK,PETERSBURG,68641
AK,PETERSVILLE,
AK,PILOT POINT,28750
AK,PILOT STATION,33125
AK,PITKAS POINT,47500
AK,PLATINUM,44063
AK,PLEASANT VALLEY,68929
AK,POINT BAKER,
AK,POINT HOPE,57292
AK,POINT LAY,61563
AK,POINT MACKENZIE,78500
AK,POINT POSSESSION,
AK,POPEVANNOY LANDING,
AK,PORTAGE CREEK,
AK,PORT ALEXANDER,82813
AK,PORT ALSWORTH,63750
AK,PORT CLARENCE,
AK,PORT GRAHAM,30000
AK,PORT HEIDEN,59375
AK,PORT LIONS,41042
AK,PORT PROTECTION,
AK,PRIMROSE,81458
AK,PRUDHOE BAY,
AK,QUINHAGAK,31719
AK,RAMPART,
AK,RED DEVIL,51875
AK,RED DOG MINE,
AK,RIDGEWAY,103203
AK,RUBY,24688
AK,RUSSIAN MISSION,36563
AK,ST. GEORGE,53750
AK,ST. MARY'S,42500
AK,ST. MICHAEL,33125
AK,ST. PAUL,57708
AK,SALAMATOF,61458
AK,SALCHA,79167
AK,SAND POINT,56875
AK,SAVOONGA,33661
AK,SAXMAN,46250
AK,SCAMMON BAY,27917
AK,SELAWIK,41827
AK,SELDOVIA,46875
AK,SELDOVIA VILLAGE,59250
AK,SEWARD,53750
AK,SHAGELUK,
AK,SHAKTOOLIK,38750
AK,SHISHMAREF,29375
AK,SHUNGNAK,43125
AK,SILVER SPRINGS,85341
AK,SITKA CITY AND,70376
AK,SKAGWAY,69643
AK,SKWENTNA,31667
AK,SLANA,18063
AK,SLEETMUTE,30313
AK,SOLDOTNA,65048
AK,SOUTH NAKNEK,58750
AK,SOUTH VAN HORN,65750
AK,STEBBINS,39271
AK,STEELE CREEK,82049
AK,STERLING,71597
AK,STEVENS VILLAGE,15938
AK,STONY RIVER,22500
AK,SUNRISE,
AK,SUSITNA,
AK,SUSITNA NORTH,50536
AK,SUTTONALPINE,35500
AK,TAKOTNA,23750
AK,TALKEETNA,49861
AK,TANACROSS,18194
AK,TANAINA,78263
AK,TANANA,45625
AK,TATITLEK,40000
AK,TAZLINA,64688
AK,TELLER,24792
AK,TENAKEE SPRINGS,54375
AK,TETLIN,21563
AK,THORNE BAY,53393
AK,TOGIAK,46250
AK,TOK,56818
AK,TOKSOOK BAY,64000
AK,TOLSONA,
AK,TONSINA,
AK,TRAPPER CREEK,23125
AK,TULUKSAK,23214
AK,TUNTUTULIAK,36750
AK,TUNUNAK,32500
AK,TWIN HILLS,38125
AK,TWO RIVERS,66466
AK,TYONEK,33750
AK,UGASHIK,53958
AK,UNALAKLEET,68015
AK,UNALASKA,90500
AK,UPPER KALSKAG,36806
AK,VALDEZ,98204
AK,VENETIE,27500
AK,WAINWRIGHT,64583
AK,WALES,29063
AK,WASILLA,61541
AK,WHALE PASS,
AK,WHITE MOUNTAIN,27083
AK,WHITESTONE,
AK,WHITESTONE LOGGING CAMP,
AK,WHITTIER,55893
AK,WILLOW,61970
AK,WILLOW CREEK,
AK,WISEMAN,
AK,WOMENS BAY,86818
AK,WRANGELL CITY AND,48603
AK,YAKUTAT,72500
AZ,AGUILA,26842
AZ,AJO,32964
AZ,AK CHIN,
AZ,AKCHIN VILLAGE,25197
AZ,ALAMO LAKE,
AZ,ALI CHUK,18661
AZ,ALI CHUKSON,
AZ,ALI MOLINA,
AZ,ALPINE,
AZ,AMADO,50284
AZ,ANEGAM,
AZ,ANTARES,25417
AZ,ANTHEM,85893
AZ,APACHE JUNCTION,35671
AZ,ARIVACA,22130
AZ,ARIVACA JUNCTION,36354
AZ,ARIZONA CITY,42927
AZ,ARIZONA VILLAGE,35625
AZ,ARLINGTON,
AZ,ASH FORK,25762
AZ,AVENUE B AND C,26495
AZ,AVONDALE,55100
AZ,AVRA VALLEY,49902
AZ,AZTEC,
AZ,BAGDAD,78233
AZ,BEAR FLAT,
AZ,BEAVER DAM,45078
AZ,BEAVER VALLEY,
AZ,BENSON,32010
AZ,BEYERVILLE,31875
AZ,BISBEE,31010
AZ,BITTER SPRINGS,25000
AZ,BLACK CANYON CITY,35781
AZ,BLACKWATER,18068
AZ,BLUEWATER,33355
AZ,BOUSE,30326
AZ,BOWIE,33438
AZ,BRENDA,57708
AZ,BRYCE,56771
AZ,BUCKEYE,58939
AZ,BUCKSHOT,
AZ,BULLHEAD CITY,35948
AZ,BURNSIDE,24583
AZ,BYLAS,24028
AZ,CACTUS FLATS,56897
AZ,CACTUS FOREST,26573
AZ,CAMERON,35000
AZ,CAMPO BONITO,
AZ,CAMP VERDE,32957
AZ,CANE BEDS,47647
AZ,CANYON DAY,30000
AZ,CAREFREE,93014
AZ,CARRIZO,22946
AZ,CASA BLANCA,18750
AZ,CASA GRANDE,44348
AZ,CASAS ADOBES,56265
AZ,CATALINA,50885
AZ,CATALINA FOOTHILLS,78586
AZ,CAVE CREEK,76149
AZ,CEDAR CREEK,22411
AZ,CENTENNIAL PARK,45060
AZ,CENTRAL,
AZ,CENTRAL HEIGHTSMIDLAND CITY,34000
AZ,CHANDLER,72695
AZ,CHARCO,
